Extension;Load;Strain 1
102.95;2513.52;-1.814
102.97;2514.39;-1.814
102.98;2513.65;-1.814
103;2513.28;-1.814
103.02;2513.23;-1.814
103.03;2514.04;-1.814
103.05;2514.39;-1.814
103.07;2514.42;-1.814
103.08;2514.11;-1.814
103.1;2514.58;-1.814
103.12;2513.83;-1.814
103.13;2514.7;-1.814
103.15;2513.94;-1.814
103.17;2513.84;-1.814
103.18;2514.02;-1.814
103.2;2514.52;-1.814
103.22;2514.17;-1.814
103.23;2514.2;-1.814
103.25;2514.73;-1.814
103.27;2513.83;-1.814
103.28;2514.49;-1.814
103.3;2514.87;-1.814
103.32;2514.27;-1.814
103.33;2514.61;-1.814
103.35;2514.59;-1.814
103.37;2514.61;-1.814
103.38;2515.19;-1.814
103.4;2515.22;-1.814
103.42;2514.84;-1.814
103.43;2515.23;-1.814
103.45;2514.76;-1.814
103.47;2515.45;-1.814
103.48;2516.03;-1.814
103.5;2515.79;-1.814
103.52;2515;-1.814
103.53;2515.31;-1.814
103.55;2515.65;-1.814
103.57;2514.99;-1.814
103.58;2515.42;-1.814
103.6;2515.65;-1.814
103.62;2515.48;-1.814
103.63;2515.6;-1.814
103.65;2515.81;-1.814
103.67;2516.05;-1.814
103.68;2515.22;-1.814
103.7;2515.21;-1.814
103.72;2515.89;-1.814
103.73;2515.98;-1.814
103.75;2516;-1.814
103.77;2515.67;-1.814
103.78;2516.15;-1.814
103.8;2516.73;-1.814
103.82;2516.41;-1.814
103.83;2516.52;-1.814
103.85;2516.56;-1.814
103.87;2517.26;-1.814
103.88;2516.7;-1.814
103.9;2516.94;-1.814
103.92;2517.06;-1.814
103.93;2517.31;-1.814
103.95;2517.88;-1.814
103.97;2517.11;-1.814
103.98;2517.4;-1.814
104;2517.79;-1.814
104.02;2517.61;-1.814
104.03;2517.87;-1.814
104.05;2518.65;-1.814
104.07;2518.15;-1.814
104.08;2518.17;-1.814
104.1;2517.95;-1.814
104.12;2518.61;-1.814
104.13;2518.71;-1.814
104.15;2518.46;-1.814
104.17;2519.04;-1.814
104.18;2520.05;-1.814
104.2;2519.27;-1.814
104.22;2518.73;-1.814
104.23;2519.49;-1.814
104.25;2519.57;-1.814
104.27;2520.45;-1.814
104.28;2519.77;-1.814
104.3;2519.74;-1.814
104.32;2519.5;-1.814
104.33;2519.89;-1.814
104.35;2519.99;-1.814
104.37;2519.98;-1.814
104.38;2520.56;-1.814
104.4;2519.9;-1.814
104.42;2520.38;-1.814
104.43;2520.05;-1.814
104.45;2520.5;-1.814
104.47;2520.5;-1.814
104.48;2520.14;-1.814
104.5;2520.31;-1.814
104.52;2520.02;-1.814
104.53;2520.47;-1.814
104.55;2520.53;-1.814
104.57;2520.43;-1.814
104.58;2520.88;-1.814
104.6;2520.7;-1.814
104.62;2520.81;-1.814
104.63;2520.08;-1.814
104.65;2521.21;-1.814
104.67;2520.58;-1.814
104.68;2520.4;-1.814
104.7;2520.17;-1.814
104.72;2520.34;-1.814
104.73;2520.33;-1.814
104.75;2520.59;-1.814
104.77;2520.59;-1.814
104.78;2520.48;-1.814
104.8;2520.19;-1.814
104.82;2520.16;-1.814
104.83;2520.15;-1.814
104.85;2520.02;-1.814
104.87;2519.64;-1.814
104.88;2519.74;-1.814
104.9;2519.78;-1.814
104.92;2519.94;-1.814
104.93;2519.92;-1.814
104.95;2520.3;-1.814
104.97;2520.02;-1.814
104.98;2519.93;-1.814
105;2519.84;-1.814
105.02;2519.81;-1.814
105.03;2520.43;-1.814
105.05;2520.25;-1.814
105.07;2520.36;-1.814
105.08;2520.07;-1.814
105.1;2519.98;-1.814
105.12;2519.87;-1.814
105.13;2519.92;-1.814
105.15;2519.77;-1.814
105.17;2519.8;-1.814
105.18;2520.05;-1.814
105.2;2518.99;-1.814
105.22;2519.23;-1.814
105.23;2519.79;-1.814
105.25;2518.98;-1.814
105.27;2518.86;-1.814
105.28;2518.99;-1.814
105.3;2519.31;-1.814
105.32;2519.23;-1.814
105.33;2519.34;-1.814
105.35;2519.21;-1.814
105.37;2519.35;-1.814
105.38;2518.06;-1.814
105.4;2518.45;-1.814
105.42;2518.72;-1.814
105.43;2518.71;-1.814
105.45;2519.13;-1.814
105.47;2519;-1.814
105.48;2519.4;-1.814
105.5;2518.41;-1.814
105.52;2517.89;-1.814
105.53;2518.12;-1.814
105.55;2518.21;-1.814
105.57;2518.46;-1.814
105.58;2517.98;-1.814
105.6;2517.88;-1.814
105.62;2517.15;-1.814
105.63;2517.41;-1.814
105.65;2516.98;-1.814
105.67;2517.09;-1.814
105.68;2517.09;-1.814
105.7;2517.31;-1.814
105.72;2516.85;-1.814
105.73;2517.28;-1.814
105.75;2517.06;-1.814
105.77;2517.67;-1.814
105.78;2517.21;-1.814
105.8;2516.35;-1.814
105.82;2516.43;-1.814
105.83;2516.89;-1.814
105.85;2516.97;-1.814
105.87;2517.35;-1.814
105.88;2517.02;-1.814
105.9;2516.74;-1.814
105.92;2516.39;-1.814
105.93;2515.78;-1.814
105.95;2516.3;-1.814
105.97;2516.12;-1.814
105.98;2515.51;-1.814
106;2515.92;-1.814
106.02;2515.32;-1.814
106.03;2515.91;-1.814
106.05;2515.73;-1.814
106.07;2515.43;-1.814
106.08;2515.53;-1.814
106.1;2515.7;-1.814
106.12;2515.83;-1.814
106.13;2516.38;-1.814
106.15;2516.78;-1.814
106.17;2515.73;-1.814
106.18;2516.04;-1.814
106.2;2515.43;-1.814
106.22;2515.29;-1.814
106.23;2515.95;-1.814
106.25;2515.96;-1.814
106.27;2516.36;-1.814
106.28;2515.57;-1.814
106.3;2515.13;-1.814
106.32;2515.26;-1.814
106.33;2515.1;-1.814
106.35;2515.9;-1.814
106.37;2515.34;-1.814
106.38;2515.9;-1.814
106.4;2515.16;-1.814
106.42;2515.16;-1.814
106.43;2515.23;-1.814
106.45;2514.98;-1.814
106.47;2514.63;-1.814
106.48;2515.08;-1.814
106.5;2514.62;-1.814
106.52;2514.44;-1.814
106.53;2515.17;-1.814
106.55;2515.06;-1.814
106.57;2514.77;-1.814
106.58;2514.87;-1.814
106.6;2515.12;-1.814
106.62;2514.85;-1.814
106.63;2514.84;-1.814
106.65;2514.75;-1.814
106.67;2514.78;-1.814
106.68;2515.31;-1.814
106.7;2514.72;-1.814
106.72;2514.87;-1.814
106.73;2515.04;-1.814
106.75;2514.59;-1.814
106.77;2514.49;-1.814
106.78;2514.71;-1.814
106.8;2514.51;-1.814
106.82;2514.45;-1.814
106.83;2514.31;-1.814
106.85;2514.14;-1.814
106.87;2513.71;-1.814
106.88;2513.57;-1.814
106.9;2513.81;-1.814
106.92;2513.61;-1.814
106.93;2513.77;-1.814
106.95;2514.34;-1.814
106.97;2514.34;-1.814
106.98;2513.66;-1.814
107;2513.69;-1.814
107.02;2513.87;-1.814
107.03;2513.71;-1.814
107.05;2513.76;-1.814
107.07;2513.88;-1.814
107.08;2513.64;-1.814
107.1;2513.79;-1.814
107.12;2513.61;-1.814
107.13;2513.19;-1.814
107.15;2513.91;-1.814
107.17;2513.15;-1.814
107.18;2512.66;-1.814
107.2;2512.91;-1.814
107.22;2513;-1.814
107.23;2513.16;-1.814
107.25;2513.12;-1.814
107.27;2513.15;-1.814
107.28;2512.93;-1.814
107.3;2512.75;-1.814
107.32;2511.89;-1.814
107.33;2511.55;-1.814
107.35;2511.9;-1.814
107.37;2511.92;-1.814
107.38;2512.18;-1.814
107.4;2512.73;-1.814
107.42;2512.31;-1.814
107.43;2512.46;-1.814
107.45;2512.32;-1.814
107.47;2512.25;-1.814
107.48;2511.72;-1.814
107.5;2511.71;-1.814
107.52;2512.18;-1.814
107.53;2511.83;-1.814
107.55;2511.79;-1.814
107.57;2512.15;-1.814
107.58;2512.17;-1.814
107.6;2511.68;-1.814
107.62;2511.24;-1.814
107.63;2511.68;-1.814
107.65;2511.44;-1.814
107.67;2511.05;-1.814
107.68;2510.59;-1.814
107.7;2510.6;-1.814
107.72;2510.23;-1.814
107.73;2510.34;-1.814
107.75;2510.56;-1.814
107.77;2510.78;-1.814
107.78;2510.59;-1.814
107.8;2510.52;-1.814
107.82;2510.56;-1.814
107.83;2509.86;-1.814
107.85;2509.92;-1.814
107.87;2509.96;-1.814
107.88;2510.5;-1.814
107.9;2510.57;-1.814
107.92;2510.88;-1.814
107.93;2510.05;-1.814
107.95;2510.03;-1.814
107.97;2509.78;-1.814
107.98;2509.4;-1.814
108;2509.19;-1.814
108.02;2509.14;-1.814
108.03;2509.62;-1.814
108.05;2509.68;-1.814
108.07;2509.7;-1.814
108.08;2509.6;-1.814
108.1;2509.58;-1.814
108.12;2508.73;-1.814
108.13;2508;-1.814
108.15;2508.22;-1.814
108.17;2508.66;-1.814
108.18;2508.6;-1.814
108.2;2508.98;-1.814
108.22;2508.69;-1.814
108.23;2508.43;-1.814
108.25;2508.52;-1.814
108.27;2509.07;-1.814
108.28;2508.91;-1.814
108.3;2509.26;-1.814
108.32;2508.89;-1.814
108.33;2509.49;-1.814
108.35;2509.47;-1.814
108.37;2509.63;-1.814
108.38;2508.95;-1.814
108.4;2509.53;-1.814
108.42;2509.17;-1.814
108.43;2509.5;-1.814
108.45;2510;-1.814
108.47;2509.61;-1.814
108.48;2509.25;-1.814
108.5;2508.85;-1.814
108.52;2509.29;-1.814
108.53;2510.17;-1.814
108.55;2510.08;-1.814
108.57;2510;-1.814
108.58;2509.65;-1.814
108.6;2509.68;-1.814
108.62;2510.21;-1.814
108.63;2510.11;-1.814
108.65;2510.14;-1.814
108.67;2510.11;-1.814
108.68;2510.88;-1.814
108.7;2511.51;-1.814
108.72;2511.77;-1.814
108.73;2512.29;-1.814
108.75;2512.08;-1.814
108.77;2511.9;-1.814
108.78;2511.61;-1.814
108.8;2511.62;-1.814
108.82;2512.14;-1.814
108.83;2511.89;-1.814
108.85;2512.86;-1.814
108.87;2513.13;-1.814
108.88;2513.01;-1.814
108.9;2512.65;-1.814
108.92;2511.97;-1.814
108.93;2511.83;-1.814
108.95;2512.42;-1.814
108.97;2512.79;-1.814
108.98;2513.31;-1.814
109;2513.82;-1.814
109.02;2513.91;-1.814
109.03;2514.01;-1.814
109.05;2513.98;-1.814
109.07;2513.97;-1.814
109.08;2514.03;-1.814
109.1;2514.4;-1.814
109.12;2515.05;-1.814
109.13;2515.12;-1.814
109.15;2514.9;-1.814
109.17;2515.06;-1.814
109.18;2515.04;-1.814
109.2;2515.37;-1.814
109.22;2515.43;-1.814
109.23;2515.78;-1.814
109.25;2515.78;-1.814
109.27;2516.32;-1.814
109.28;2515.65;-1.814
109.3;2515.71;-1.814
109.32;2515.37;-1.814
109.33;2516.1;-1.814
109.35;2516.28;-1.814
109.37;2516.68;-1.814
109.38;2517.16;-1.814
109.4;2517.56;-1.814
109.42;2517.99;-1.814
109.43;2517.79;-1.814
109.45;2517.72;-1.814
109.47;2517.47;-1.814
109.48;2518.37;-1.814
109.5;2518.44;-1.814
109.52;2519.16;-1.814
109.53;2519.27;-1.814
109.55;2520.21;-1.814
109.57;2520.02;-1.814
109.58;2520.14;-1.814
109.6;2519.95;-1.814
109.62;2519.81;-1.814
109.63;2519.72;-1.814
109.65;2520.57;-1.814
109.67;2520.67;-1.814
109.68;2521.16;-1.814
109.7;2521.21;-1.814
109.72;2520.89;-1.814
109.73;2520.66;-1.814
109.75;2521.13;-1.814
109.77;2521.74;-1.814
109.78;2521.54;-1.814
109.8;2521.81;-1.814
109.82;2521.85;-1.814
109.83;2522.22;-1.814
109.85;2522.24;-1.814
109.87;2522.06;-1.814
109.88;2521.9;-1.814
109.9;2522.71;-1.814
109.92;2522.67;-1.814
109.93;2522.87;-1.814
109.95;2523;-1.814
109.97;2523.67;-1.814
109.98;2523.39;-1.814
110;2523.54;-1.814
110.02;2522.47;-1.814
110.03;2522.92;-1.814
110.05;2523.2;-1.814
110.07;2523.19;-1.814
110.08;2523.42;-1.814
110.1;2523.2;-1.814
110.12;2523.14;-1.814
110.13;2522.98;-1.814
110.15;2522.88;-1.814
110.17;2523.27;-1.814
110.18;2523.09;-1.814
110.2;2523.22;-1.814
110.22;2523.15;-1.814
110.23;2522.99;-1.814
110.25;2523.07;-1.814
110.27;2522.7;-1.814
110.28;2522.91;-1.814
110.3;2522.71;-1.814
110.32;2523.29;-1.814
110.33;2523.37;-1.814
110.35;2523.73;-1.814
110.37;2523.3;-1.814
110.38;2522.73;-1.814
110.4;2522.65;-1.814
110.42;2522.66;-1.814
110.43;2522.07;-1.814
110.45;2522;-1.814
110.47;2522.38;-1.814
110.48;2522.42;-1.814
110.5;2522.19;-1.814
110.52;2521.66;-1.814
110.53;2521.54;-1.814
110.55;2520.96;-1.814
110.57;2520.52;-1.814
110.58;2520.84;-1.814
110.6;2520.74;-1.814
110.62;2520.34;-1.814
110.63;2520.83;-1.814
110.65;2520.28;-1.814
110.67;2520.1;-1.814
110.68;2520.22;-1.814
110.7;2519.65;-1.814
110.72;2519.38;-1.814
110.73;2519.84;-1.814
110.75;2520.34;-1.814
110.77;2520.35;-1.814
110.78;2520.07;-1.814
110.8;2520.08;-1.814
110.82;2519.43;-1.814
110.83;2518.61;-1.814
110.85;2518.81;-1.814
110.87;2518.33;-1.814
110.88;2519.24;-1.814
110.9;2519.16;-1.814
110.92;2518.93;-1.814
110.93;2518.08;-1.814
110.95;2518.53;-1.814
110.97;2518.16;-1.814
110.98;2517.93;-1.814
111;2517.6;-1.814
111.02;2517.89;-1.814
111.03;2517.7;-1.814
111.05;2518.3;-1.814
111.07;2517.56;-1.814
111.08;2518;-1.814
111.1;2517.44;-1.814
111.12;2517.4;-1.814
111.13;2517.56;-1.814
111.15;2517.88;-1.814
111.17;2518.33;-1.814
111.18;2517.88;-1.814
111.2;2517.19;-1.814
111.22;2517.26;-1.814
111.23;2516.67;-1.814
111.25;2516.33;-1.814
111.27;2516.67;-1.814
111.28;2516.42;-1.814
111.3;2517.44;-1.814
111.32;2517.78;-1.814
111.33;2516.9;-1.814
111.35;2516.42;-1.814
111.37;2516.14;-1.814
111.38;2515.84;-1.814
111.4;2515.72;-1.814
111.42;2516.26;-1.814
111.43;2516.19;-1.814
111.45;2516.5;-1.814
111.47;2516.21;-1.814
111.48;2516.38;-1.814
111.5;2515.77;-1.814
111.52;2514.92;-1.814
111.53;2515.16;-1.814
111.55;2515.99;-1.814
111.57;2516.49;-1.814
111.58;2516.68;-1.814
111.6;2516.52;-1.814
111.62;2516.2;-1.814
111.63;2515.99;-1.814
111.65;2516.11;-1.814
111.67;2516.05;-1.814
111.68;2516.4;-1.814
111.7;2516.37;-1.814
111.72;2516.46;-1.814
111.73;2516.56;-1.814
111.75;2515.91;-1.814
111.77;2515.69;-1.814
111.78;2515.85;-1.814
111.8;2515.35;-1.814
111.82;2515.29;-1.814
111.83;2516.1;-1.814
111.85;2516.13;-1.814
111.87;2516.16;-1.814
111.88;2515.44;-1.814
111.9;2515.38;-1.814
111.92;2515.45;-1.814
111.93;2515.16;-1.814
111.95;2515.14;-1.814
111.97;2516.01;-1.814
111.98;2516.46;-1.814
112;2515.79;-1.814
112.02;2515.95;-1.814
112.03;2515.23;-1.814
112.05;2514.59;-1.814
112.07;2514.9;-1.814
112.08;2515.52;-1.814
112.1;2515.3;-1.814
112.12;2515.03;-1.814
112.13;2514.78;-1.814
112.15;2514.93;-1.814
112.17;2514.94;-1.814
112.18;2514.68;-1.814
112.2;2514.2;-1.814
112.22;2514.05;-1.814
112.23;2514.44;-1.814
112.25;2515.13;-1.814
112.27;2515.15;-1.814
112.28;2515.16;-1.814
112.3;2514.44;-1.814
112.32;2514.37;-1.814
112.33;2513.65;-1.814
112.35;2514.06;-1.814
112.37;2514.7;-1.814
112.38;2515.24;-1.814
112.4;2513.87;-1.814
112.42;2514.65;-1.814
112.43;2514.24;-1.814
112.45;2514.08;-1.814
112.47;2514.2;-1.814
112.48;2513.4;-1.814
112.5;2513.24;-1.814
112.52;2513.43;-1.814
112.53;2513.5;-1.814
112.55;2513.25;-1.814
112.57;2512.56;-1.814
112.58;2512.04;-1.814
112.6;2512.42;-1.814
112.62;2512.55;-1.814
112.63;2513.08;-1.814
112.65;2513.14;-1.814
112.67;2512.26;-1.814
112.68;2512.83;-1.814
112.7;2512.33;-1.814
112.72;2511.92;-1.814
112.73;2512.15;-1.814
112.75;2512;-1.814
112.77;2512.12;-1.814
112.78;2512.7;-1.814
112.8;2512.23;-1.814
112.82;2511.39;-1.814
112.83;2511.27;-1.814
112.85;2511.74;-1.814
112.87;2512.15;-1.814
112.88;2511.85;-1.814
112.9;2511.84;-1.814
112.92;2511.6;-1.814
112.93;2511.99;-1.814
112.95;2511.91;-1.814
112.97;2511.05;-1.814
112.98;2510.68;-1.814
113;2510.8;-1.814
113.02;2510.42;-1.814
113.03;2510.25;-1.814
113.05;2510.69;-1.814
113.07;2510.85;-1.814
113.08;2510.42;-1.814
113.1;2510.39;-1.814
113.12;2510.15;-1.814
113.13;2509.92;-1.814
113.15;2509.97;-1.814
113.17;2509.99;-1.814
113.18;2510.53;-1.814
113.2;2510.46;-1.814
113.22;2510.44;-1.814
113.23;2509.83;-1.814
113.25;2509.43;-1.814
113.27;2509.25;-1.814
113.28;2509.35;-1.814
113.3;2509.18;-1.814
113.32;2509.45;-1.814
113.33;2509.59;-1.814
113.35;2509.54;-1.814
113.37;2508.74;-1.814
113.38;2508.92;-1.814
113.4;2508.27;-1.814
113.42;2508.13;-1.814
113.43;2508.1;-1.814
113.45;2507.81;-1.814
113.47;2508.29;-1.814
113.48;2508.58;-1.814
113.5;2508.36;-1.814
113.52;2508.14;-1.814
113.53;2508.01;-1.814
113.55;2507.94;-1.814
113.57;2507.61;-1.814
113.58;2507.91;-1.814
113.6;2508.34;-1.814
113.62;2508.32;-1.814
113.63;2507.08;-1.814
113.65;2507.11;-1.814
113.67;2506.6;-1.814
113.68;2507.26;-1.814
113.7;2507.06;-1.814
113.72;2507.03;-1.814
113.73;2507.17;-1.814
113.75;2507.12;-1.814
113.77;2506.86;-1.814
113.78;2507.12;-1.814
113.8;2505.96;-1.814
113.82;2505.61;-1.815
113.83;2505.58;-1.814
113.85;2505.39;-1.814
113.87;2505.59;-1.814
113.88;2505.9;-1.814
113.9;2505.77;-1.814
113.92;2506.3;-1.814
113.93;2505.9;-1.814
113.95;2505.4;-1.814
113.97;2505.01;-1.814
113.98;2504.83;-1.814
114;2505.31;-1.814
114.02;2505.42;-1.814
114.03;2505.64;-1.814
114.05;2505.72;-1.815
114.07;2505.15;-1.814
114.08;2505.3;-1.815
114.1;2504.77;-1.815
114.12;2504.91;-1.814
114.13;2504.88;-1.814
114.15;2504.99;-1.814
114.17;2505.26;-1.814
114.18;2504.77;-1.814
114.2;2503.94;-1.814
114.22;2503.87;-1.814
114.23;2504.14;-1.814
114.25;2503.67;-1.814
114.27;2504.16;-1.814
114.28;2504.46;-1.814
114.3;2504.79;-1.814
114.32;2503.68;-1.814
114.33;2503.87;-1.814
114.35;2503.33;-1.814
114.37;2503.31;-1.814
114.38;2503.68;-1.814
114.4;2503.48;-1.815
114.42;2504.16;-1.814
114.43;2504.24;-1.815
114.45;2503.43;-1.815
114.47;2503;-1.814
114.48;2502.1;-1.814
114.5;2502.19;-1.815
114.52;2502.01;-1.814
114.53;2502.47;-1.814
114.55;2502.37;-1.814
114.57;2502.73;-1.814
114.58;2502.35;-1.814
114.6;2502.07;-1.814
114.62;2501.8;-1.814
114.63;2500.83;-1.814
114.65;2501.04;-1.814
114.67;2501.54;-1.815
114.68;2501.85;-1.815
114.7;2501.72;-1.814
114.72;2501.24;-1.815
114.73;2501.33;-1.814
114.75;2500.61;-1.814
114.77;2500.88;-1.814
114.78;2500.79;-1.814
114.8;2501.31;-1.814
114.82;2502.42;-1.814
114.83;2501.6;-1.814
114.85;2501.68;-1.815
114.87;2501.29;-1.814
114.88;2501.19;-1.814
114.9;2501.28;-1.814
114.92;2501.23;-1.814
114.93;2501.33;-1.815
114.95;2501.42;-1.815
114.97;2500.78;-1.815
114.98;2501;-1.815
115;2500.61;-1.815
115.02;2500.5;-1.815
115.03;2499.74;-1.815
115.05;2500.22;-1.815
115.07;2500.09;-1.815
115.08;2500.08;-1.814
115.1;2500.19;-1.814
115.12;2500.04;-1.814
115.13;2499.96;-1.814
115.15;2499.44;-1.814
115.17;2499.68;-1.814
115.18;2499.23;-1.814
115.2;2499.03;-1.814
115.22;2499.49;-1.815
115.23;2500.07;-1.815
115.25;2500.15;-1.815
115.27;2499.22;-1.815
115.28;2498.9;-1.815
115.3;2498.83;-1.815
115.32;2498.55;-1.815
115.33;2498.85;-1.814
115.35;2498.86;-1.815
115.37;2498.83;-1.814
115.38;2499.31;-1.814
115.4;2499.14;-1.814
115.42;2498.69;-1.814
115.43;2497.39;-1.814
115.45;2497.19;-1.814
115.47;2497.57;-1.814
115.48;2497.38;-1.814
115.5;2497.64;-1.814
115.52;2497.62;-1.814
115.53;2497.11;-1.815
115.55;2497.92;-1.815
115.57;2497.3;-1.815
115.58;2497.32;-1.815
115.6;2496.96;-1.815
115.62;2497.14;-1.815
115.63;2497.26;-1.815
115.65;2496.72;-1.815
115.67;2496.55;-1.815
115.68;2497.18;-1.814
115.7;2496.95;-1.814
115.72;2496.6;-1.814
115.73;2496.31;-1.814
115.75;2496.7;-1.814
115.77;2495.97;-1.814
115.78;2496.11;-1.815
115.8;2495.98;-1.815
115.82;2495.67;-1.815
115.83;2494.84;-1.815
115.85;2494.91;-1.815
115.87;2495.04;-1.815
115.88;2495.36;-1.815
115.9;2495.36;-1.815
115.92;2495.27;-1.815
115.93;2495.66;-1.815
115.95;2495.25;-1.814
115.97;2495.13;-1.815
115.98;2494.76;-1.815
116;2494.65;-1.814
116.02;2494.37;-1.815
116.03;2494.48;-1.815
116.05;2494.53;-1.815
116.07;2495.35;-1.815
116.08;2495.12;-1.815
116.1;2494.81;-1.815
116.12;2494.94;-1.815
116.13;2493.83;-1.815
116.15;2494.2;-1.815
116.17;2494.24;-1.815
116.18;2494.18;-1.815
116.2;2493.88;-1.815
116.22;2494.38;-1.815
116.23;2493.71;-1.815
116.25;2493.48;-1.815
116.27;2492.78;-1.814
116.28;2493.25;-1.814
116.3;2493.95;-1.814
116.32;2493.38;-1.814
116.33;2493.5;-1.814
116.35;2493.47;-1.815
116.37;2492.97;-1.815
116.38;2493.07;-1.815
116.4;2493.05;-1.815
116.42;2493.04;-1.815
116.43;2492.88;-1.815
116.45;2493.16;-1.815
116.47;2493.6;-1.815
116.48;2493.37;-1.815
116.5;2493.46;-1.815
116.52;2493.74;-1.815
116.53;2493.14;-1.815
116.55;2493.3;-1.815
116.57;2493.72;-1.815
116.58;2493.55;-1.815
116.6;2492.47;-1.815
116.62;2492.88;-1.815
116.63;2493.11;-1.814
116.65;2492.37;-1.815
116.67;2491.85;-1.815
116.68;2492.1;-1.815
116.7;2492.37;-1.815
116.72;2492.68;-1.815
116.73;2491.65;-1.815
116.75;2491.6;-1.815
116.77;2491.85;-1.815
116.78;2492.07;-1.815
116.8;2491.87;-1.815
116.82;2491.02;-1.815
116.83;2491.23;-1.815
116.85;2491.71;-1.815
116.87;2492.29;-1.815
116.88;2491.56;-1.814
116.9;2491.87;-1.815
116.92;2491.86;-1.815
116.93;2491.43;-1.815
116.95;2490.78;-1.815
116.97;2490.84;-1.815
116.98;2491.52;-1.815
117;2491.14;-1.815
117.02;2491.22;-1.815
117.03;2491.61;-1.815
117.05;2491.01;-1.815
117.07;2490.69;-1.815
117.08;2490.22;-1.815
117.1;2490.06;-1.815
117.12;2490.48;-1.814
117.13;2490.43;-1.815
117.15;2490.11;-1.815
117.17;2489.68;-1.815
117.18;2489.91;-1.815
117.2;2489.83;-1.814
117.22;2489.73;-1.815
117.23;2489.96;-1.814
117.25;2489.65;-1.815
117.27;2490.36;-1.815
117.28;2489.79;-1.815
117.3;2490.37;-1.815
117.32;2489.79;-1.815
117.33;2489.58;-1.815
117.35;2489.4;-1.815
117.37;2489.06;-1.815
117.38;2488.86;-1.815
117.4;2489.8;-1.815
117.42;2489.84;-1.815
117.43;2489.62;-1.814
117.45;2489.16;-1.815
117.47;2489;-1.815
117.48;2488.37;-1.814
117.5;2488.11;-1.815
117.52;2488.61;-1.815
117.53;2488.59;-1.815
117.55;2488.16;-1.815
117.57;2488.11;-1.815
117.58;2488.32;-1.815
117.6;2488.49;-1.815
117.62;2487.8;-1.815
117.63;2488.09;-1.815
117.65;2487.94;-1.815
117.67;2488.45;-1.815
117.68;2489;-1.815
117.7;2488.83;-1.815
117.72;2488.7;-1.815
117.73;2488.73;-1.815
117.75;2488.11;-1.815
117.77;2487.84;-1.815
117.78;2488.06;-1.815
117.8;2488.24;-1.815
117.82;2488.32;-1.815
117.83;2487.98;-1.815
117.85;2488.54;-1.815
117.87;2488.08;-1.815
117.88;2487.66;-1.815
117.9;2487.53;-1.815
117.92;2487.12;-1.815
117.93;2486.89;-1.815
117.95;2487.24;-1.815
117.97;2487.04;-1.815
117.98;2487.49;-1.815
118;2487.62;-1.815
118.02;2486.89;-1.815
118.03;2486.77;-1.815
118.05;2486.48;-1.815
118.07;2486.75;-1.815
118.08;2487.66;-1.815
118.1;2487.97;-1.815
118.12;2486.96;-1.815
118.13;2486.72;-1.815
118.15;2486.61;-1.815
118.17;2486.38;-1.815
118.18;2486.61;-1.815
118.2;2486.86;-1.815
118.22;2486.89;-1.815
118.23;2486.75;-1.815
118.25;2486.78;-1.815
118.27;2486.73;-1.815
118.28;2486.37;-1.815
118.3;2485.99;-1.815
118.32;2486.09;-1.815
118.33;2485.34;-1.815
118.35;2485.78;-1.815
118.37;2486.27;-1.815
118.38;2485.98;-1.815
118.4;2485.85;-1.815
118.42;2486.1;-1.815
118.43;2486.21;-1.815
118.45;2485.52;-1.815
118.47;2485.9;-1.815
118.48;2485.69;-1.815
118.5;2486.01;-1.815
118.52;2485.88;-1.815
118.53;2486.14;-1.815
118.55;2485.71;-1.815
118.57;2485.19;-1.815
118.58;2485.54;-1.815
118.6;2485.57;-1.815
118.62;2486;-1.815
118.63;2485.34;-1.815
118.65;2484.97;-1.815
118.67;2485.05;-1.815
118.68;2485.39;-1.815
118.7;2484.72;-1.815
118.72;2484.53;-1.815
118.73;2484.74;-1.815
118.75;2484.83;-1.815
118.77;2484.92;-1.815
118.78;2484.78;-1.815
118.8;2484.39;-1.815
118.82;2484.42;-1.815
118.83;2484.45;-1.815
118.85;2484.7;-1.815
118.87;2485.14;-1.815
118.88;2484.63;-1.815
118.9;2484.88;-1.815
118.92;2484.74;-1.815
118.93;2484.97;-1.815
118.95;2484.65;-1.815
118.97;2485.16;-1.815
118.98;2484.87;-1.815
119;2484.85;-1.815
119.02;2484.51;-1.815
119.03;2484.48;-1.815
119.05;2484.43;-1.815
119.07;2484.66;-1.815
119.08;2484.15;-1.815
119.1;2484.37;-1.815
119.12;2483.84;-1.815
119.13;2484.02;-1.815
119.15;2484.6;-1.815
119.17;2484.23;-1.815
119.18;2483.72;-1.815
119.2;2484.47;-1.815
119.22;2483.86;-1.815
119.23;2483.96;-1.815
119.25;2483.98;-1.815
119.27;2484.28;-1.815
119.28;2484.43;-1.815
119.3;2484.09;-1.815
119.32;2485.1;-1.815
119.33;2483.92;-1.815
119.35;2484.07;-1.815
119.37;2483.95;-1.815
119.38;2484.57;-1.815
119.4;2484.26;-1.815
119.42;2484.12;-1.815
119.43;2484.18;-1.815
119.45;2484;-1.815
119.47;2484.12;-1.815
119.48;2483.9;-1.815
119.5;2483.82;-1.815
119.52;2483.99;-1.815
119.53;2483.92;-1.815
119.55;2483.65;-1.815
119.57;2483.48;-1.815
119.58;2484.21;-1.815
119.6;2484.07;-1.815
119.62;2483.63;-1.815
119.63;2483.62;-1.815
119.65;2483.73;-1.815
